club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Chicago Fire,Busch,Jon,G,80000.0,81250.0,2008,Eastern
Houston Dynamo,Caig,Tony,G,52596.0,52596.0,2008,Western
Houston Dynamo,Cameron,Geoff,M,33000.0,33000.0,2008,Western
San Jose Earthquakes,Cannon,Joe,G,213000.0,213000.0,2008,Western
Chicago Fire,Carr,Calen,F,50600.0,63100.0,2008,Eastern
DC United,Carreiro da Silva,Fred,M,210000.0,242000.0,2008,Eastern
Columbus Crew,Carroll,Brian,M,122500.0,126250.0,2008,Eastern
DC United,Carroll,Jeff,D,12900.0,12900.0,2008,Eastern
DC United,Carroll,Pat,D,12900.0,12900.0,2008,Eastern
Colorado Rapids,Casey,Conor,F,190008.0,190008.0,2008,Western
New England Revolution,Castro,Mauricio,M,90000.0,96250.0,2008,Eastern
Pool,Cepero,Daniel,G,12900.0,12900.0,2008,
Houston Dynamo,Chabala,Michael,M,17700.0,17700.0,2008,Western
Chivas USA,Chiles,Kraig,M,12900.0,12900.0,2008,Western
Houston Dynamo,Ching,Brian,F,231000.0,231000.0,2008,Western
Pool,Cichero,Gabriel,D,156000.0,157500.0,2008,
Colorado Rapids,Clark,Colin,M,33000.0,33000.0,2008,Western
Houston Dynamo,Clark,Ricardo,M,225500.0,225500.0,2008,Western
San Jose Earthquakes,Cochrane,Ryan,D,132000.0,133250.0,2008,Western
Colorado Rapids,Colaluca,Nico,M,70000.0,103000.0,2008,Western
Chicago Fire,Conde,Wilman,D,156000.0,163500.0,2008,Eastern
Pool,Conrad,Jimmy,D,213750.0,225000.0,2008,
Pool,Conway,Jon,G,115000.0,115000.0,2008,
Colorado Rapids,Cooke,Terry,M,167500.0,172500.0,2008,Western
FC Dallas,Cooper,Kenny,F,80000.0,83000.0,2008,Western
DC United,Cordeiro,Ryan,M,17700.0,17700.0,2008,Eastern
San Jose Earthquakes,Corrales,Ramiro,M,190000.0,202500.0,2008,Western
Colorado Rapids,Coundoul,Bouna,G,33000.0,33000.0,2008,Western
DC United,Crayton,Louis,G,168000.0,175857.14,2008,Eastern
New England Revolution,Cristman,Adam,F,33000.0,33000.0,2008,Eastern
LA Galaxy,Cronin,Steve,G,75000.0,75000.0,2008,Western
Colorado Rapids,Cummings,Omar,F,33000.0,33000.0,2008,Western
San Jose Earthquakes,Cunliffe,John,F,35500.0,50500.0,2008,Western
FC Dallas,Cunningham,Jeffrey,F,245000.0,257500.0,2008,Western
Chivas USA,Curtin,Jim,D,104004.0,104004.0,2008,Western
Real Salt Lake,Cutler,Kenny,M,36000.0,36000.0,2008,Western
Colorado Rapids,Dalby,Greg,M,33000.0,33000.0,2008,Western
FC Dallas,Daniels,Andrew,D,33000.0,33000.0,2008,Western
FC Dallas,Davino,Dulio,D,400000.0,400000.0,2008,Western
Houston Dynamo,Davis,Brad,M,126000.0,126000.0,2008,Western
FC Dallas,Dello-Russo,Michael,D,33000.0,33000.0,2008,Western
San Jose Earthquakes,Denton,Eric,D,55200.0,55200.0,2008,Western
Houston Dynamo,DeRosario,Dwayne,M,324999.96,324999.96,2008,Western
Real Salt Lake,Deuchar,Kenny,F,135000.0,145000.0,2008,Western
Pool,Dichio,Daniel,F,157500.0,165625.0,2008,
Colorado Rapids,DiRaimondo,John,M,17700.0,17700.0,2008,Western
DC United,Doe,Francis,F,33000.0,40500.0,2008,Eastern
LA Galaxy,Dominguez,Eduardo,D,192000.0,192000.0,2008,Western
LA Galaxy,Donovan,Landon,F,900000.0,900000.0,2008,Western
New England Revolution,Dube,Mkhokheli,F,17700.0,17700.0,2008,Eastern
Pool,Dunivant,Todd,D,104737.5,104737.5,2008,
DC United,Dyachenko,Rod,M,33000.0,33000.0,2008,Eastern
Chivas USA,Ebert,Eric,D,12900.0,12900.0,2008,Western
Pool,Echeverry,Oscar,F,80000.0,80000.0,2008,
Pool,Edwards,Brian,G,36000.0,44750.0,2008,
Columbus Crew,Ekpo,Emmanuel,M,101500.0,123750.0,2008,Eastern
Columbus Crew,Elenio,Cory,M,12900.0,12900.0,2008,Eastern
Pool,Elkinson,Kilian,M,12900.0,12900.0,2008,
DC United,Emilio,Luciano,F,720000.0,758857.14,2008,Eastern
Colorado Rapids,Erpen,Facundo,D,125000.0,125000.0,2008,Western
Chivas USA,Eskandarian,Alecko,F,123500.0,131041.25,2008,Western
Real Salt Lake,Espindola,Fabian,F,75000.0,75000.0,2008,Western
Pool,Espinoza,Roger,M,45000.0,78750.0,2008,
Columbus Crew,Evans,Brad,M,33000.0,33000.0,2008,Eastern
Chivas USA,Ferreira,Dejair,M,96000.0,185230.77,2008,Western
Real Salt Lake,Findley,Robert,F,47100.0,59600.0,2008,Western
New England Revolution,Flood,Gary,M,17700.0,17700.0,2008,Eastern
Chivas USA,Flores,Jorge,F,17700.0,17700.0,2008,Western
LA Galaxy,Franchino,Joey,M,50000.0,50000.0,2008,Western
LA Galaxy,Franklin,Sean,D,36000.0,48500.0,2008,Western
Chicago Fire,Frankowski,Tomasz,F,198000.0,214250.0,2008,Eastern
Pool,Freeman,Hunter,D,61160.0,71160.0,2008,
Pool,Gala,Gabe,D,12900.0,12900.0,2008,
Chivas USA,Galindo,Maykel,F,79750.0,79750.0,2008,Western
DC United,Gallardo,Marcelo,M,1500000.0,1874006.0,2008,Eastern
San Jose Earthquakes,Garcia,Nick,D,137812.0,142812.0,2008,Western
Columbus Crew,Garey,Jason,F,48125.0,60625.0,2008,Eastern
Pool,Gaudet,Derek,F,12900.0,12900.0,2008,
Columbus Crew,Gaven,Eddie,M,165000.0,165000.0,2008,Eastern
LA Galaxy,Gavin,Michael,D,17700.0,17700.0,2008,Western
New England Revolution,Germanese,Joe,M,12900.0,12900.0,2008,Eastern
San Jose Earthquakes,Ghebru,Michael,F,12900.0,12900.0,2008,Western
Colorado Rapids,Gibbs,Cory,D,96000.0,103142.86,2008,Western
Pool,Gilkerson,John,D,12900.0,12900.0,2008,
San Jose Earthquakes,Glinton,Gavin,F,60000.0,60000.0,2008,Western
Pool,Goldthwaite,Kevin,D,68750.0,77750.0,2008,
Colorado Rapids,Gomez,Christian,M,385000.0,430000.0,2008,Western
Pool,Gomez,Hercules,F,51817.5,51817.5,2008,
LA Galaxy,Gordon,Alan,F,72504.0,72504.0,2008,Western
San Jose Earthquakes,Grabavoy,Ned,M,90000.0,90000.0,2008,Western
Pool,Graczyk,Mike,G,17700.0,17700.0,2008,
San Jose Earthquakes,Gray,Kelly,M,38247.0,40579.13,2008,Western
Colorado Rapids,Grazier,Brian,M,12900.0,12900.0,2008,Western
Columbus Crew,Gruenebaum,Andy,G,33000.0,33000.0,2008,Eastern
FC Dallas,Guarda,Bruno,M,45000.0,65500.0,2008,Western
DC United,Guerrero,Ivan,M,140000.0,147000.0,2008,Eastern
Pool,Guevara,Amado,M,162000.0,185750.0,2008,
San Jose Earthquakes,Gustavson,Michael,G,12900.0,12900.0,2008,Western
Chicago Fire,Gutierrez,Diego,D,105000.0,107500.0,2008,Eastern
Chivas USA,Guzan,Brad,G,88974.38,103974.38,2008,Western
Chivas USA,Hamilton,Anthony,F,17700.0,17700.0,2008,Western
Pool,Harmse,Kevin,M,72000.0,72000.0,2008,
Pool,Harrington,Michael,D,49600.0,67100.0,2008,
Chivas USA,Harris,Atiba,F,57000.0,60000.0,2008,Western
Pool,Hartman,Kevin,G,150000.0,150000.0,2008,
Colorado Rapids,Harvey,Jordan,D,33000.0,33000.0,2008,Western
San Jose Earthquakes,Hatzke,Matt,M,12900.0,12900.0,2008,Western
Houston Dynamo,Hatzke,Nick,M,12900.0,12900.0,2008,Western
Houston Dynamo,Hayden,John-Michael,M,17700.0,17700.0,2008,Western
New England Revolution,Heaps,Jay,D,110000.0,116000.0,2008,Eastern
Columbus Crew,Hejduk,Frankie,D,150000.0,175000.0,2008,Eastern
Columbus Crew,Hendrickson,Ezra,D,72000.0,72000.0,2008,Eastern
San Jose Earthquakes,Hernandez,Jason,D,47250.0,47875.0,2008,Western
Chicago Fire,Herron,Andy,F,90000.0,102500.0,2008,Eastern
Columbus Crew,Hesmer,William,G,70000.0,70000.0,2008,Eastern
Pool,Hohlbein,Aaron,D,33000.0,33000.0,2008,
Houston Dynamo,Holden,Stuart,M,33075.0,33075.0,2008,Western
Real Salt Lake,Horst,David,D,33000.0,33000.0,2008,Western
San Jose Earthquakes,Huckerby,Darren,F,330000.0,355000.0,2008,Western
Colorado Rapids,Hughes,Justin,G,12900.0,12900.0,2008,Western
Houston Dynamo,Ianni,Patrick,D,75000.0,108000.0,2008,Western
Pool,Ibrahim,Abdus,F,70000.0,103000.0,2008,
New England Revolution,Igwe,Amaechi,D,70000.0,103000.0,2008,Eastern
Colorado Rapids,Ihemelu,Ugo,D,60500.0,60500.0,2008,Western
Columbus Crew,Iro,Andy,D,36000.0,53500.0,2008,Eastern
Pool,James,Julius,D,36000.0,44750.0,2008,
DC United,Janicki,Greg,D,12900.0,12900.0,2008,Eastern
Houston Dynamo,Jaqua,Nate,F,156000.0,174125.0,2008,Western
LA Galaxy,Jazic,Ante,D,120000.0,125625.0,2008,Western
Pool,Jewsbury,Jack,D,55000.0,55000.0,2008,
Pool,Jimenez,Diego,D,12900.0,12900.0,2008,
San Jose Earthquakes,Johnson,Ryan,M,33000.0,33000.0,2008,Western
Real Salt Lake,Johnson,Will,F,39000.0,52571.43,2008,Western
LA Galaxy,Jordan,Bryan,F,12900.0,12900.0,2008,Western
New England Revolution,Joseph,Shalrie,M,300000.0,325000.0,2008,Eastern
Columbus Crew,Josten,George,F,12900.0,12900.0,2008,Eastern
Real Salt Lake,Joy,Ian,D,120000.0,120000.0,2008,Western
Columbus Crew,Junge,Ryan,D,12900.0,12900.0,2008,Eastern
Houston Dynamo,Kamara,Kei,F,47850.0,57850.0,2008,Western
Pool,Kandji,Macoumba,F,36000.0,56988.37,2008,
Pool,Kartunen,Andrew,G,12900.0,12900.0,2008,
Chicago Fire,Kasiguran,Kai,F,12900.0,12900.0,2008,Eastern
Colorado Rapids,Keel,Stephen,D,17700.0,17700.0,2008,Western
Seattle Sounders FC,Keller,Kasey,G,,,2008,Western
Chivas USA,Kennedy,Dan,G,33000.0,33000.0,2008,Western
Chicago Fire,Kettering,Tyler,G,12900.0,12900.0,2008,Eastern
DC United,Khumalo,Thabiso,F,33000.0,33000.0,2008,Eastern
Colorado Rapids,Kimura,Kosuke,D,17700.0,17700.0,2008,Western
Chicago Fire,King,Stephen,M,17700.0,17700.0,2008,Eastern
Real Salt Lake,Kirby,Dustin,D,17700.0,17700.0,2008,Western
DC United,Kirk,Quavas,M,100000.0,136500.0,2008,Eastern
San Jose Earthquakes,Kirovski,Jovan,F,220000.0,220000.0,2008,Western
LA Galaxy,Klein,Chris,D,150000.0,150000.0,2008,Western
Pool,Kljestan,Gordon,M,12900.0,12900.0,2008,
Chivas USA,Kljestan,Sacha,M,95000.0,128000.0,2008,Western
New England Revolution,Knighton,Brad,G,17700.0,17700.0,2008,Eastern
DC United,Koroma,Ibrahim,D,17700.0,17700.0,2008,Eastern
Real Salt Lake,Kovalenko,Dema,M,200000.0,207618.75,2008,Western
Houston Dynamo,Kpene,Guy,F,12900.0,12900.0,2008,Western
Pool,Kraus,Michael,M,12900.0,12900.0,2008,
Pool,Kronberg,Eric,G,33000.0,33000.0,2008,
Colorado Rapids,LaBrocca,Nick,M,12900.0,12900.0,2008,Western
FC Dallas,Lambo,Josh,G,45000.0,78000.0,2008,Western
New England Revolution,Larentowicz,Jeff,M,33000.0,33000.0,2008,Eastern
Seattle Sounders FC,Le Toux,Sebastian,M,84000.0,96000.0,2008,Western
Pool,Leathers,Jonathan,D,17700.0,17700.0,2008,
Pool,Leitch,Chris,D,60000.0,60000.0,2008,
Columbus Crew,Lenhart,Steven,F,12900.0,12900.0,2008,Eastern
LA Galaxy,Lewis,Eddie,M,108000.0,113714.29,2008,Western
San Jose Earthquakes,Lima,Francisco,M,195000.0,207000.0,2008,Western
Pool,Lopez,Claudio,F,720000.0,820000.0,2008,
Chicago Fire,Lowry,Peter,M,12900.0,12900.0,2008,Eastern
Pool,Magee,Mike,F,64637.19,65637.19,2008,
New England Revolution,Mansally,Abdoulie,F,33000.0,33000.0,2008,Eastern
New England Revolution,Manzonelli,Brandon,M,12900.0,12900.0,2008,Eastern
Chicago Fire,Mapp,Justin,M,165000.0,200000.0,2008,Eastern
Pool,Marinelli,Carlos,M,115000.0,115000.0,2008,
Chicago Fire,Marmol,Lidor,M,96000.0,109750.0,2008,Eastern
Pool,Marquess,Matt,D,12900.0,12900.0,2008,
Chivas USA,Marsch,Jesse,M,150000.0,159375.0,2008,Western
Columbus Crew,Marshall,Chad,D,125000.0,148000.0,2008,Eastern
Pool,Marshall,Tyrone,D,150000.0,153750.0,2008,
DC United,Martinez,Gonzalo,D,228000.0,244750.0,2008,Eastern
Colorado Rapids,Mastroeni,Pablo,M,300000.0,318000.0,2008,Western
Real Salt Lake,Mathis,Clint,M,99999.96,99999.96,2008,Western
Chivas USA,Mayen,Gerson,M,12900.0,12900.0,2008,Western
Pool,M'Buta,Andongcho,M,12900.0,12900.0,2008,
Chicago Fire,McBride,Brian,F,163999.92,189333.25,2008,Eastern
FC Dallas,McCarty,Dax,M,45500.0,58000.0,2008,Western
LA Galaxy,McDonald,Brandon,M,17700.0,17700.0,2008,Western
Pool,McKenzie,Rauwshan,D,12900.0,12900.0,2008,
Colorado Rapids,McManus,Tom,F,134400.0,140462.5,2008,Western
DC United,McTavish,Devon,D,33000.0,33000.0,2008,Eastern
DC United,Mediate,Domenic,M,33000.0,33000.0,2008,Eastern
Pool,Melo,Joey,M,12900.0,12900.0,2008,
Pool,Mendes,Carlos,D,70986.56,70986.56,2008,
Chivas USA,Mendoza,Francisco,M,105000.0,105000.0,2008,Western
Columbus Crew,Miglioranzi,Stefani,M,76200.0,84200.0,2008,Eastern
DC United,Miller,Ryan,D,12900.0,12900.0,2008,Eastern
Columbus Crew,Moffat,Adam,M,17700.0,17700.0,2008,Eastern
Pool,Monsalve,David,G,33000.0,33000.0,2008,
FC Dallas,Moor,Drew,D,132000.0,149188.89,2008,Western
Real Salt Lake,Morales,Javier,M,240000.0,240000.0,2008,Western
Columbus Crew,Moreno,Alejandro,F,126000.0,131000.0,2008,Eastern
DC United,Moreno,Jaime,F,275000.0,275000.0,2008,Eastern
Pool,Morsink,Kurt,M,33000.0,33000.0,2008,
Real Salt Lake,Movsisyan,Yura,F,47575.0,57575.0,2008,Western
Houston Dynamo,Mullan,Brian,M,156240.0,165552.5,2008,Western
Houston Dynamo,Mulrooney,Richard,M,157500.0,157500.0,2008,Western
LA Galaxy,Munoz,Mike,M,12900.0,12900.0,2008,Western
Pool,Myers,Chance,D,70000.0,130000.0,2008,
Chivas USA,Nagamura,Paulo,M,93712.5,93712.5,2008,Western
DC United,Namoff,Bryan,D,95000.0,98750.0,2008,Eastern
Real Salt Lake,Nimo,Alex,M,45000.0,78000.0,2008,Western
Chicago Fire,Noble,Nick,G,17700.0,17700.0,2008,Eastern
Columbus Crew,Noonan,Pat,F,175008.0,175008.0,2008,Eastern
Real Salt Lake,Nunez,Tino,F,17700.0,17700.0,2008,Western
Chivas USA,Nurse,Roberto,F,12900.0,12900.0,2008,Western
Chicago Fire,Nyarko,Patrick,F,55000.0,135000.0,2008,Eastern
New England Revolution,Nyassi,Sainey,M,33000.0,33000.0,2008,Eastern
Seattle Sounders FC,Nyassi,Sanna,M,33000.0,33000.0,2008,Western
Columbus Crew,Nyazamba,Stanley,F,12900.0,12900.0,2008,Eastern
Colorado Rapids,O'Brien,Ciaran,M,45000.0,78750.0,2008,Western
San Jose Earthquakes,O'Brien,Ronnie,M,240000.0,258750.0,2008,Western
FC Dallas,Oduro,Dominic,F,33000.0,33000.0,2008,Western
Real Salt Lake,Olave,Jamison,D,80000.0,80000.0,2008,Western
DC United,Olsen,Ben,M,215000.0,215000.0,2008,Eastern
Houston Dynamo,Onstad,Pat,G,173000.0,173000.0,2008,Western
Columbus Crew,O'Rourke,Danny,D,59147.81,69147.81,2008,Eastern
Columbus Crew,Oughton,Duncan,D,75600.0,75600.0,2008,Eastern
Columbus Crew,Padula,Gino,D,120000.0,145000.0,2008,Eastern
Pool,Palacio,Mike,M,12900.0,12900.0,2008,
Chivas USA,Paladini,Daniel,M,12900.0,12900.0,2008,Western
Chicago Fire,Pappa,Marco,M,33000.0,33000.0,2008,Eastern
Pool,Pardo,Boris,G,12900.0,12900.0,2008,
Pool,Parke,Jeff,D,57487.5,58737.5,2008,
Chivas USA,Parker,Lance,G,12900.0,12900.0,2008,Western
New England Revolution,Parkhurst,Michael,D,135382.5,147882.5,2008,Eastern
Pool,Patterson,Caleb,G,12900.0,12900.0,2008,
Chicago Fire,Pause,Logan,M,81730.0,84230.0,2008,Eastern
DC United,Peralta,Gonzalo,D,180000.0,199000.0,2008,Eastern
Columbus Crew,Peterson,Andrew,D,12900.0,12900.0,2008,Eastern
Colorado Rapids,Peterson,Jacob,F,75000.0,93750.0,2008,Western
Colorado Rapids,Petke,Mike,D,133000.0,133000.0,2008,Western
New England Revolution,Phelan,Pat,M,33000.0,33000.0,2008,Eastern
Columbus Crew,Pierre-Louis,Ricardo,F,17700.0,17700.0,2008,Eastern
Pool,Pietravallo,Juan,M,192000.0,192000.0,2008,
LA Galaxy,Pires,Alvaro,M,100000.0,110775.31,2008,Western
FC Dallas,Pitchkolan,Aaron,D,33000.0,33000.0,2008,Western
Pool,Pizarro,Nelson,M,12900.0,12900.0,2008,
Columbus Crew,Plotkin,Brian,M,12900.0,12900.0,2008,Eastern
Pool,Pore,Ryan,F,54807.5,67307.5,2008,
Chicago Fire,Prideaux,Brandon,D,72000.0,72000.0,2008,Eastern
DC United,Quaranta,Santino,M,35000.0,35000.0,2008,Eastern
New England Revolution,Ralston,Steve,M,150000.0,150000.0,2008,Eastern
LA Galaxy,Randolph,Michael,D,33000.0,33000.0,2008,Western
Chivas USA,Razov,Ante,F,255000.0,258750.0,2008,Western
Real Salt Lake,Reiman,Kevin,M,12900.0,12900.0,2008,Western
New England Revolution,Reis,Matt,G,161250.0,161250.0,2008,Eastern
Real Salt Lake,Reynish,Kyle,G,17700.0,17700.0,2008,Western
FC Dallas,Rhine,Bobby,D,65000.0,67500.0,2008,Western
FC Dallas,Ricchetti,Pablo,M,132000.0,138625.0,2008,Western
Pool,Richards,Dane,M,33000.0,33000.0,2008,
Pool,Ricketts,Rohan,M,200004.0,212504.0,2008,
San Jose Earthquakes,Riley,James,D,33000.0,33000.0,2008,Western
Real Salt Lake,Rimando,Nick,G,91500.0,95843.75,2008,Western
San Jose Earthquakes,Roberts,Jamil,D,17700.0,17700.0,2008,Western
LA Galaxy,Roberts,Troy,D,33000.0,33000.0,2008,Western
Pool,Robinson,Carl,M,315000.0,330000.0,2008,
Chicago Fire,Robinson,Dasan,D,44625.0,44625.0,2008,Eastern
Houston Dynamo,Robinson,Eddie,D,131250.0,131250.0,2008,Western
FC Dallas,Rocha,Andre,M,135000.0,135000.0,2008,Western
Columbus Crew,Rogers,Robbie,M,57500.0,57500.0,2008,Eastern
Pool,Rojas,Jorge,M,84000.0,94000.0,2008,
Chicago Fire,Rolfe,Chris,F,81375.0,86075.0,2008,Eastern
Pool,Rosenlund,Tyler,M,17700.0,17700.0,2008,
Pool,Roth,David,M,12900.0,12900.0,2008,
FC Dallas,Rowland,Jeff,M,17700.0,17700.0,2008,Western
Pool,Rueckner,Bryant,G,17700.0,17700.0,2008,
Pool,Ruiz,Carlos,F,350000.0,460000.0,2008,
Real Salt Lake,Russell,Robbie,M,95016.0,100767.43,2008,Western
FC Dallas,Sala,Dario,G,130000.0,139875.0,2008,Western
San Jose Earthquakes,Salinas,Shea,M,33000.0,33000.0,2008,Western
FC Dallas,Saragosa,Marcelo,M,70350.0,74635.71,2008,Western
Colorado Rapids,Sarkodie,Kwame,D,12900.0,12900.0,2008,Western
Pool,Sassano,Luke,M,17700.0,17700.0,2008,
LA Galaxy,Saunders,Josh,G,33000.0,33000.0,2008,Western
Chivas USA,Savage,Keith,F,12900.0,12900.0,2008,Western
Columbus Crew,Schelotto,Guillermo Barros,F,250000.0,375000.0,2008,Eastern
Columbus Crew,Schoeni,Kenny,G,17700.0,17700.0,2008,Eastern
San Jose Earthquakes,Sealy,Scott,F,34728.75,34728.75,2008,Western
Chicago Fire,Segares,Gonzalo,D,58590.0,61090.0,2008,Eastern
Real Salt Lake,Seitz,Chris,G,70000.0,105500.0,2008,Western
FC Dallas,Serioux,Adrian,D,113400.0,125900.0,2008,Western
LA Galaxy,Sesay,Israel,F,45000.0,77083.33,2008,Western
Pool,Sharpe,Christopher,G,33000.0,33000.0,2008,
FC Dallas,Shea,Brek,M,45000.0,78000.0,2008,Western
FC Dallas,Sikora,Victor,M,144000.0,163285.71,2008,Western
DC United,Simms,Clyde,M,57750.0,59000.0,2008,Eastern
San Jose Earthquakes,Smarte,Adam,F,17700.0,17700.0,2008,Western
Pool,Smith,Jarrod,F,36000.0,36000.0,2008,
Pool,Smith,Johann,F,36000.0,47666.67,2008,
New England Revolution,Smith,Khano,M,46305.0,46305.0,2008,Eastern
San Jose Earthquakes,Somma,Davide,M,12900.0,12900.0,2008,Western
Chicago Fire,Soumare,Bakary,D,70000.0,103000.0,2008,Eastern
Pool,Souter,Kevin,M,12900.0,12900.0,2008,
Pool,Stammler,Seth,M,105000.0,105000.0,2008,
DC United,Stratford,Dan,M,17700.0,17700.0,2008,Eastern
Real Salt Lake,Sturgis,Nathan,M,75000.0,108000.0,2008,Western
Chivas USA,Suarez,Claudio,D,125000.0,137500.0,2008,Western
Pool,Sutton,Greg,G,150000.0,157562.5,2008,
Chivas USA,Talley,Carey,D,105000.0,105000.0,2008,Western
Real Salt Lake,Tennelle,Brennan,M,12900.0,12900.0,2008,Western
Chivas USA,Thomas,Shavar,D,95000.0,98750.0,2008,Western
FC Dallas,Thompson,Abe,F,33000.0,33000.0,2008,Western
DC United,Thompson,Craig,M,12900.0,12900.0,2008,Eastern
New England Revolution,Thompson,Wells,M,33000.0,33000.0,2008,Eastern
Chivas USA,Thornton,Zach,G,50000.0,52500.0,2008,Western
DC United,Thorpe,James,G,12900.0,12900.0,2008,Eastern
Chicago Fire,Thorrington,John,M,60000.0,61875.0,2008,Eastern
New England Revolution,Tierney,Chris,D,12900.0,12900.0,2008,Eastern
Pool,Touray,Sainey,F,12900.0,12900.0,2008,
Pool,Trujillo,Ivan,F,70000.0,70000.0,2008,
LA Galaxy,Tudela,Josh,M,17700.0,17700.0,2008,Western
New England Revolution,Twellman,Taylor,F,325008.0,350008.0,2008,Eastern
New England Revolution,Tyler,Brandon,D,12900.0,12900.0,2008,Eastern
Pool,Ubiparipovic,Sinisa,M,33000.0,33000.0,2008,
Houston Dynamo,Ustruck,Erik,M,12900.0,12900.0,2008,Western
LA Galaxy,Vagenas,Peter,M,144000.0,144000.0,2008,Western
LA Galaxy,Valentin,Julian,D,12900.0,12900.0,2008,Western
New England Revolution,Valentino,Rob,D,36000.0,53500.0,2008,Eastern
Pool,Van Den Bergh,Dave,M,240000.0,274583.33,2008,
LA Galaxy,Vanney,Greg,D,91800.0,91800.0,2008,Western
Chivas USA,Vaughn,Lawson,D,33000.0,33000.0,2008,Western
Pool,Velez,Marco,D,60000.0,60500.0,2008,
Chivas USA,Victorine,Sasha,M,151250.0,153750.0,2008,Western
DC United,Vide,Joe,M,17700.0,19128.57,2008,Eastern
FC Dallas,Wadsworth,Spencer,M,12900.0,12900.0,2008,Western
FC Dallas,Wagenfuhr,David,D,44500.0,45250.0,2008,Western
FC Dallas,Wagner,Blake,D,36300.0,48800.0,2008,Western
Pool,Wahl,Tyson,D,33000.0,33000.0,2008,
Houston Dynamo,Waibel,Craig,D,70008.0,70008.0,2008,Western
FC Dallas,Wallace,Anthony,M,70000.0,103000.0,2008,Western
Houston Dynamo,Waller,Corbin,G,12900.0,12900.0,2008,Western
Colorado Rapids,Ward,Tim,D,44620.0,54620.0,2008,Western
New England Revolution,Warren,Doug,G,52500.0,52500.0,2008,Eastern
Chicago Fire,Washington,Austin,D,12900.0,12900.0,2008,Eastern
FC Dallas,Watson,Jaime,F,17700.0,17700.0,2008,Western
Pool,Watson,Lance,M,17700.0,17700.0,2008,
DC United,Wells,Zachary,G,52920.0,52920.0,2008,Eastern
LA Galaxy,Wicks,Josh,G,38000.0,38000.0,2008,Western
Chivas USA,Wicky,Raphael,M,149583.29,159583.29,2008,Western
FC Dallas,Wileman,Chase,M,17700.0,17700.0,2008,Western
Real Salt Lake,Williams,Andy,M,80000.0,80000.0,2008,Western
Real Salt Lake,Wingert,Chris,D,65000.0,65000.0,2008,Western
Pool,Wolff,Josh,F,200004.0,200004.0,2008,
Pool,Wolyniec,John,F,68906.25,68906.25,2008,
Houston Dynamo,Wondolowski,Chris,M,33000.0,33000.0,2008,Western
Houston Dynamo,Wondolowski,Stephen,D,12900.0,12900.0,2008,Western
Chicago Fire,Woolard,Daniel,D,17700.0,17700.0,2008,Eastern
Pool,Wynne,Marvell,D,47500.0,150000.0,2008,
DC United,Zaher,Mike,D,12900.0,12900.0,2008,Eastern
Colorado Rapids,Zambrano,Cesar,M,12900.0,12900.0,2008,Western
Pool,Zavagnin,Kerry,M,169400.0,169400.0,2008,
Columbus Crew,Zayner,Jed,D,36300.0,43800.0,2008,Eastern
